Num,1. # Codes(Include History) (ACIS VSV),2. +BM Voltage (ACT VSV),3. 2nd Air Monitor (Actuator Power Supply),4. 2nd Air Monitor (AF Lambda B1S1),5. 2nd Air Monitor CMPL (AF Lambda B2S1),6. 2nd Air Monitor ENA (AFS Current B1S1),7. 4WD Switch (AFS Current B2S1),8. A/C Monitor (AFS Voltage B1S1),9. A/C Monitor (AFS Voltage B2S1),10. A/C Monitor CMPL (All Cylinders Misfire Count),11. A/C Monitor ENA (Atmosphere Pressure),12. A/C Signal (Av Engine Speed of All Cyl),13. A/F Heater Duty B1S1 (Battery Voltage),14. A/F Heater Duty B2S1 (Calculate Load),15. A/T Oil Temperature 1 (Cancel Switch),16. A/T Oil Temperature 2 (Cat OT MF F/C Cylinder#1),17. Accel Fully Close Learn #1 (Cat OT MF F/C Cylinder#2),18. Accel Fully Close Learn #2 (Cat OT MF F/C Cylinder#3),19. Accel Sens. No.1 Volt % (Cat OT MF F/C Cylinder#4),20. Accel Sens. No.2 Volt % (Cat OT MF F/C Cylinder#5),21. Accel Sensor Out No.1 (Cat OT MF F/C Cylinder#6),22. Accel Sensor Out No.2 (Cat OT MF F/C History),23. Accelerator Idle Position (Catalyst Monitor),24. Accelerator Position (Catalyst Monitor)
659,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
660,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
661,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
662,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
663,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
664,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
665,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
666,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
667,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
668,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
669,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
670,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
671,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
672,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
673,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
674,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
675,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
676,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
677,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
678,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
679,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
680,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
681,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
682,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
683,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
684,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
685,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
686,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
687,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
688,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
689,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
690,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
691,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
692,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
693,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
694,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
695,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
696,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
697,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
698,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
699,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
700,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
701,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
702,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
703,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
704,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
705,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
706,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
707,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
708,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
709,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
710,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
711,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
712,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
713,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
714,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
715,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
716,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
717,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
718,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
719,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
720,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
721,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
722,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
723,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
724,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
725,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
726,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
727,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
728,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
729,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
730,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
731,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
732,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
733,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
734,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
735,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
736,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
737,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
738,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
739,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
740,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
741,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
742,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
743,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
744,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
745,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
746,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
747,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
748,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
749,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
750,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
751,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
752,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
753,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
754,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
755,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
756,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
757,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
758,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
759,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
760,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
761,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
762,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
763,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
764,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
765,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
766,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
767,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
768,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
769,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
770,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
771,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
772,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
773,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
774,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
775,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
776,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
777,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
778,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
779,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
780,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
781,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
782,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
783,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
784,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
785,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
786,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
787,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
788,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
789,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
790,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
791,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
792,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
793,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
794,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
795,Incmpl,Enable,Avail,534.800,265.600,534.800,265.600,ON,Avail,Compl,Enable,51,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
796,Incmpl,Enable,OFF,OFF,212,1191.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
797,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,18,285,ON,13.750,15,0.143,2979,13,21
798,-3,OFF,0,0,9.140,OFF,0,0,34,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,1.089,1.064,0.820,0.700,21247.676
799,18460.691,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-2.344,0.781
800,ON,OFF,1200,0,OFF,OFF,OFF,ON,Gasoline,1.012,OFF,OFF,0.684,ON,0.703,17.647,10,0,0.879,0.879,2.480,0.879,0.918,2.031
801,49.804,0,17.647,4,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,18.824,0,Not Avl,0,0,0,0,ON,ON,0,0,0
802,0,14.257,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,37.500,37.500,19.375,18.125,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
803,OFF,ON,ON,0.995,0.997,0.008,0.016,3.322,3.308,0,97,51199.219,14.003,29.412,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
