Num,1. # Codes(Include History) (ACIS VSV),2. +BM Voltage (ACT VSV),3. 2nd Air Monitor (Actuator Power Supply),4. 2nd Air Monitor (AF Lambda B1S1),5. 2nd Air Monitor CMPL (AF Lambda B2S1),6. 2nd Air Monitor ENA (AFS Current B1S1),7. 4WD Switch (AFS Current B2S1),8. A/C Monitor (AFS Voltage B1S1),9. A/C Monitor (AFS Voltage B2S1),10. A/C Monitor CMPL (All Cylinders Misfire Count),11. A/C Monitor ENA (Atmosphere Pressure),12. A/C Signal (Av Engine Speed of All Cyl),13. A/F Heater Duty B1S1 (Battery Voltage),14. A/F Heater Duty B2S1 (Calculate Load),15. A/T Oil Temperature 1 (Cancel Switch),16. A/T Oil Temperature 2 (Cat OT MF F/C Cylinder#1),17. Accel Fully Close Learn #1 (Cat OT MF F/C Cylinder#2),18. Accel Fully Close Learn #2 (Cat OT MF F/C Cylinder#3),19. Accel Sens. No.1 Volt % (Cat OT MF F/C Cylinder#4),20. Accel Sens. No.2 Volt % (Cat OT MF F/C Cylinder#5),21. Accel Sensor Out No.1 (Cat OT MF F/C Cylinder#6),22. Accel Sensor Out No.2 (Cat OT MF F/C History),23. Accelerator Idle Position (Catalyst Monitor),24. Accelerator Position (Catalyst Monitor)
934,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
935,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
936,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
937,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
938,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
939,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
940,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
941,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
942,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
943,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
944,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
945,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
946,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
947,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
948,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
949,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
950,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
951,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
952,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
953,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
954,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
955,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
956,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
957,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
958,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
959,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
960,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
961,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
962,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
963,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
964,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
965,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
966,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
967,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
968,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
969,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
970,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
971,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
972,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
973,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
974,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
975,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
976,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
977,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
978,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
979,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
980,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
981,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
982,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
983,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
984,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
985,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
986,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
987,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
988,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
989,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
990,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
991,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
992,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
993,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
994,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
995,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
996,-3,OFF,0,4.688,5.560,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
997,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
998,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
999,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1000,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1001,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1002,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1003,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1004,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1005,-3,OFF,0,4.688,5.510,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1006,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1007,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1008,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1009,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1010,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1011,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1012,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1013,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1014,-3,OFF,0,4.688,5.510,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1015,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1016,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1017,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1018,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1019,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1020,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1021,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1022,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1023,-3,OFF,0,4.688,5.510,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1024,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1025,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1026,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1027,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1028,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1029,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1030,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1031,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1032,-3,OFF,0,4.688,5.510,OFF,0,0,64,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1033,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1034,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1035,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1036,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1037,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1038,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1039,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1040,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1041,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1042,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1043,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1044,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1045,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1046,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1047,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1048,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1049,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1050,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1051,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1052,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1053,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1054,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1055,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1056,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1057,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1058,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1059,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1060,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1061,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1062,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1063,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1064,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1065,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1066,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1067,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
1068,-3,OFF,0,4.688,5.510,OFF,0,0,74,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.175,0.720,51.227
1069,54.793,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.537,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,1.562,0
1070,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.970,OFF,OFF,0.684,ON,0.938,16.078,14,0,0.801,0.801,2.383,0.801,0.918,2.031
1071,47.843,0,16.078,24,0.020,0.047,OFF,ECT 5th,NA,OFF,97.834,97.944,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
1072,0,14.136,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,38.281,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
1073,OFF,ON,ON,0.995,0.999,-0.043,0.012,3.239,3.293,0,97,51199.219,13.867,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
1074,Incmpl,Enable,Avail,478.200,311.300,478.200,311.300,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
1075,Incmpl,Enable,OFF,OFF,1374,1031.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
1076,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,476,ON,13.750,15,0.106,2381,21,21
